
X8PJM,DAP10,"Whitehaven 15",1.1,1.9.0,,TPM,,Assy,XE-2176M,,"2019-08-23 05:44:17"
X95H8,AAU30,"Celtic 13",1.8,1.16.4,A12,TPM,A00,UMA,6Y75,"\","2019-06-19 17:55:28"
X9Y17,VAZ50,"Goliad 12 (Commercial)",1.9,A21,A14,TPM,"\","\","\","\",2017/8/14
XD7MG,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,TPM,,UMA,I5-7300,,"2019-08-21 09:41:32"
XDPDM,CDM70,"Breckenridge 14U",1.5,1.16.0,A05,DTP,"A00
",DIS,SVI7-6600U,"\","2019-09-24 14:03:45"
XGMKX,ZAM80,"Houston 15 UMA (E6)",2.3,A15,A12,DTP,A05,UMA,I7-5600U,DOCK,2017/8/3
XJ3XM,ADP81,"Park City 15""-P",2.1,1.21.6,A16,TPM,A04,DSC,E3-1505MV5,"\","2019-11-29 14:54:25"
XJJ0G,ADM70,"Park City 14",2.1,1.21.6,A16,TPM,A05,DSC,I5-6200U,"\","2019-11-29 14:35:07"
XKDND,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,TPM,,UMA,I5-7200,,"2019-09-12 10:17:40"
XKJVD,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,null,DTP,null,UMA,I3-7130U,null,"2019-08-21 09:41:32"
XM3HC,DAP10,"Whitehaven 15",1.1,1.9.0,,TPM,,Assy,I7-8750H,,"2019-08-23 05:44:17"
XMNM2,DDA30,"KW 13 MLK",1.0,1.10.0,,TPM,,UMA,I5-8250U,,"2019-06-05 14:43:13"
XN0NK,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,,TPM,,UMA,I5-7200U,,"2019-08-21 09:41:32"
XPDM5,QXW00,"Korbel 14
(commercial)",1.5,A13,A13,TPM,"\","\","\","\",2016/6/2
XPMY5,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,DTP,,UMA,I7-7600U,,"2019-08-21 09:41:32"
XPTY6,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,DTP,,UMA,I7-8650,,"2019-08-21 09:41:32"
XPVX4,DAP10,"Whitehaven 15",1.1,1.9.0,,TPM,,Assy,I9-8950H,,"2019-08-23 05:44:17"
XPXPR,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,,TPM,,UMA,I3-8130U,,"2019-08-21 09:41:32"
XR25W,ZAU70,"Crested Butte 13 ",1.1,21.1.1,"\",TPM,A00,"\",5Y71,"\","2019-12-11 14:26:12"
XTCT0,AAU30,"Celtic 13",1.8,1.16.4,A12,DTP,A00,UMA,6Y75,"\","2019-06-19 17:55:28"
XWC1M,VAR10,"Diesel 17 (Commercial)",2.1,A20,A16,TPM,"\","\","\","\",2017/9/27
XX9F6,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
XXF9F,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
XY712,CAZ41,"Kirkwood 13",1.2,1.13.0,A01,TPM,/,UMA,/,DOCK,"2019-01-09 09:20:50"
XY7WF,CDM80,"Breckenridge 15U",1.5,1.16.0,A05,DTP,A00-A01,UMA,I3-71U,,"2019-09-24 14:03:45"
XY80D,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,TPM,,UMA,I5-8350U,,"2019-09-12 10:17:40"
XYVM6,ZAU50,"Testarossa  ",1.3,A10,A10,DTP,A00,DSC,I7-4702,"\",2017/9/27
Y02TM,VAR10,"Diesel 17 (Commercial)",2.1,A20,A16,DTP,"\","\","\","\",2017/9/27
Y044T,CAZ10,"Steamboat 12",1.7,1.15.1,,DTP,,UMA,KVI5-7300,,"2019-09-30 05:47:57"
Y06GJ,CDM80,"Breckenridge 15U",1.5,1.16.0,A05,DTP,A00,UMA,KI7-7600UV,"\","2019-09-24 14:03:45"
Y0H0V,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,TPM,A00,UMA,I7-76U,,"2019-09-24 14:03:45"
Y0MGR,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,DTP,A00,UMA,I3-4010,"\",2017/8/29
Y0MPW,DAP10,"Whitehaven 15",1.1,1.9.0,,TPM,,Assy,I7-8850H,,"2019-08-23 05:44:17"
Y0NW1,ZBZ00,"Goliad MLK 12 (E6)",1.9,21.1.1,A13,DTP,A06,UMA,I5-5200U,DOCK,"2019-12-10 08:57:43"
Y100T,ADP70,"Park City 14""-H",2.1,1.21.6,A16,DTP,A04,UMA,I5-6300HQ,"\","2019-11-29 14:54:25"
Y15C1,ZBU10,"Goliad MLK 14(UMA/DSC) (E6)",1.9,A16,A13,TPM,A06,UMA,I7-5600U,DOCK,2017/8/15
Y1C7G,ZAM60,"Houston 12(E6)",2.3,A12,A12,TPM,A06,UMA,I3-4030,"\",2017/8/3
Y1M2F,DDP81,"Breckenridge 15P MLK",1.0,1.9.0,,DTP,,DIS,IE-2176M,,"2019-08-21 09:43:33"
Y2K9C,CDM80,"Breckenridge 15U",1.5,1.16.0,A05,DTP,A00-A01,UMA,KI3-7100U,,"2019-09-24 14:03:45"
Y42N0,ZAL50,"Marble Falls 14 UMA BDW (B6)",1.4,A10,A10,,A01,"\",I3-5005U,"\",2016/7/15
Y47D5,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,DTP,,UMA,KTI5-8250U,,"2019-09-12 10:17:40"
Y4C16,AAPA0,"Miramar 15",2.1,1.16.3,A17,TPM,A00-A01,DSC,I5T3,"\","2019-02-26 17:40:11"
Y4RF8,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,TPM,A00,DSC,I5-4300,"\",2017/8/29
Y59WY,VALA0,"Salado 15 DSC(commercial)",1.9,A21,A17,DTP,"\","\","\","\",2017/9/25
Y5RX8,AAE00,"Bold Peak II",1.6,21.1.1,A12,DTP,A01,UMA,M7VPR,"\","2019-12-10 09:01:42"
Y6N4N,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,DTP,,UMA,I5-8250U,,"2019-09-12 10:17:40"
Y72J3,CAP10,"Crane 17",1.2,1.13.0,A01,TPM,A00,"\",E3-1535,"\","2019-01-21 17:14:34"
Y867X,CAP10,"Crane 17",1.2,1.13.0,A01,TPM,A00,"\",I7-7820,"\","2019-01-21 17:14:34"
YCX7C,ZAL60,"Marble Falls 15 UMA BDW(B6)",1.4,A10,A10,,A01,UMA,I3-5005U,"\",2016/7/15
YD3YT,ZAM60,"Houston 12(E6)",2.3,A15,A12,TPM,A06,"\",3755U,DOCK,2017/8/3
YD7G5,QALA0,"Dalmore- 15
(commercial)",1.4,A13,A13,DTP,"\",UMA,"\","\",2016/6/2
YDT2D,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,DTP,,UMA,I5-7300,,"2019-08-21 09:41:32"
YDVVV,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,TPM,,UMA,I7-8650,,"2019-09-12 10:17:40"
YDW8F,AAZ60,"Beaver Creek 14",2.2,1.20.3,A07,TPM,A05,UMA,I7-6650U,"\","2019-04-19 19:38:15"
YF9VM,CAZ20,"SteamBoat 14(Commercial)",1.7,1.15.1,A07,TPM,A00-A01,UMA,SI5-6300U,"\","2019-09-30 05:47:57"
YFFXG,ZBU11,"Goliad MLK 14(DSC) (E6)  ",1.9,A16,A13,DTP,A07,DSC,I5-5300U,DOCK,2017/8/15
YFP8K,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,DTP,,UMA,I5-8350U,,"2019-09-12 10:17:40"
YG5J7,ZAL50,"Marble Falls 14 UMA BDW (B6)",1.4,A10,A10,,A01,"\",I7-5500U,"\",2016/7/15
YGG3X,DDP80,"Breckenridge 15H MLK",1.0,1.9.0,,DTP,,UMA,I5-8400HV,,"2019-08-21 09:43:33"
YJCKF,AAZ50,"Beaver Creek 12",2.2,1.20.3,A07,DTP,A06,UMA,I5-6200U,"\","2019-05-24 17:38:16"
YJNVF,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,TPM,,UMA,I5-8250U,,"2019-09-12 10:17:40"
YJPDR,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,TPM,A00,DSC,I5-4310,"\",2017/8/29
YK5CJ,DDB00,"Berlinetta-P 15 CFL 4ph",1.0,1.12.0,,TPM,,DIS,I5-8400,,"2019-06-06 11:03:44"
YKF3V,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,TPM,,UMA,I5-8350,,"2019-09-12 10:17:40"
YKJ5K,AAZ50,"Beaver Creek 12",2.2,1.20.3,A07,TPM,A08,UMA,I3-6100U,"\","2019-05-24 17:38:16"
YKPHW,ZAL00,"Latitude OAK15 ",1.3,21.1.1,A10,,"A01
",UMA,CEL2957U,"\","2019-12-10 08:55:16"
YM3X5,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,TPM,,UMA,I7-8650,,"2019-09-12 10:17:40"
YM98P,ADM60,"Park City 12",2.1,1.21.6,A16,TPM,A05,UMA,I5-6200U,"\","2019-11-29 14:35:07"
YMDG4,VAZ50,"Goliad 12 (Commercial)",1.9,A21,A14,TPM,"\","\","\","\",2017/8/14
YN07V,CAZ20,"Steamboat 14",1.7,1.15.1,A07,TPM,A00-A02,UMA,KI7-2+3,"\","2019-09-30 05:47:57"
YN21X,CAP00,"Crane 15",1.2,1.13.0,A01,TPM,A00,"\",I5-7300,"\","2019-01-21 17:14:34"
YNDD3,QXW00,"Korbel 14
(commercial)",1.5,A13,A13,TPM,"\","\","\","\",2016/6/2
YNMMF,DDA30,"KW 13 MLK",1.0,1.10.0,null,DTP,null,UMA,I7-8650U,,"2019-06-05 14:43:13"
YNW9J,CAM01,"Berlinetta P MLK ",1.5,1.14.3,A08,DTP,A00-A01,DIS,I7-7700,"\","2019-06-09 05:43:57"
YNX9N,ZAM70,"Houston 14 UMA(E6)",2.3,A15,A15,DTP,A05,UMA,I5-5300U,DOCK,2017/8/3
YP5PD,QAL90,"Dalmore- 14 ATG
(commercial)",1.6,A16,A16,TPM,"\",UMA,"\","\",2016/6/2
YPDX6,ZAU50,"Testarossa  ",1.3,A10,A10,TPM,A00,DIS,I7-4702,"\",2017/9/27
YT1HY,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,null,DTP,null,UMA,VI5-7300U,null,"2019-08-21 09:41:32"
YT6F5,BAJ00,"Pebble Creek",1.4,1.4.3,A01,DTP,A01,UMA,"I5 TRANS","\","2019-02-19 17:04:18"
YT7G1,CDM80,"Breckenridge 15U",1.5,1.16.0,A05,DTP,"A00-A01
",UMA,KI5-7200U,"\","2019-09-24 14:03:45"
YTW90,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,DTP,,UMA,I3-8130,,"2019-08-21 09:41:32"
YVRCW,DDB00,"Berlinetta-P 15 CFL 4ph",1.0,1.12.0,,DTP,,DIS,I5-8400,,"2019-06-06 11:03:44"
YWD70,CDP80,"Breckenridge 15H",1.5,1.16.0,A05,DTP,A00,UMA,SI5-6440HV,"\","2019-09-24 14:11:17"
YWDF4,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,,TPM,,UMA,I7-7600U,,"2019-08-21 09:41:32"
YWFF6,DDP80,"Breckenridge 15H MLK",1.0,1.9.0,,DTP,,DSC,I5-8400HV,,"2019-08-21 09:43:33"
YWFR1,DAM01,"Berlinetta P CFL",1.0,1.12.0,,TPM,,UMA,I5-8300H,,"2019-06-03 14:11:08"
YWFVM,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
YWW5F,ZAL51,"Marble Falls 14 DIS HSW (B6)",1.4,A10,A10,,A01,DSC,I3-4030U,"\",2016/7/15
YX6HJ,CDM80,"Breckenridge 15U",1.5,1.16.0,A05,DTP,A00-A01,UMA,KI5-7300UV,,"2019-09-24 14:03:45"
YXKCJ,CAJ00,ASPEN(Commercial),1.0,1.7.7,A01,TPM,"\",UMA,"\","\","2019-11-04 08:46:30"
YYC2M,AAM01,"Berlinetta-P ",2.4,21.1.1,A17,DTP,A04-A06,DSC,XEON,"\","2019-12-16 08:10:46"
YYFP0,VAW30,"Alpine 14 (Commercial)   ",1.7,A18,A11,DTP,A00,UMA,I5-4210,"\",2017/8/29
YYRGW,CDM70,"Breckenridge 14U",1.5,1.16.0,A05,TPM,"A00
",DIS,SVI7-6600U,"\","2019-09-24 14:03:45"
